"","id","training_condition"
"142","id0141","training_receiver_self"
"143","id0142","training_receiver_self"
"144","id0143","control"
"145","id0144","training_receiver_self"
"146","id0145","control"
"147","id0146","training_receiver_self"
"148","id0147","control"
"149","id0148","control"
"150","id0149","training_receiver_self"
"151","id0150","control"
"152","id0151","training_receiver_others"
"153","id0152","training_receiver_others"
"154","id0153","control"
"155","id0154","training_receiver_others"
"156","id0155","training_receiver_self"
"157","id0156","training_receiver_others"
"158","id0157","training_receiver_self"
"159","id0158","training_receiver_others"
"160","id0159","training_receiver_others"
"161","id0160","control"
"162","id0161","training_receiver_self"
"163","id0162","training_receiver_self"
"164","id0163","control"
"165","id0164","control"
"166","id0165","training_receiver_others"
"167","id0166","control"
"168","id0167","training_receiver_others"
"169","id0168","training_receiver_others"
"170","id0169","training_receiver_self"
"171","id0170","training_receiver_self"
"172","id0171","training_receiver_others"
"173","id0172","training_receiver_others"
"174","id0173","control"
"175","id0174","control"
"176","id0175","training_receiver_self"
"177","id0176","training_receiver_self"
"178","id0177","training_receiver_others"
"179","id0178","training_receiver_others"
"180","id0179","training_receiver_self"
"181","id0180","control"
"182","id0181","control"
"183","id0182","training_receiver_self"
"184","id0183","training_receiver_others"
"185","id0184","training_receiver_self"
"186","id0185","training_receiver_others"
"187","id0186","control"
"188","id0187","training_receiver_others"
"189","id0188","training_receiver_others"
"190","id0189","control"
"191","id0190","training_receiver_self"
"192","id0191","training_receiver_others"
"193","id0192","training_receiver_others"
"194","id0193","control"
"195","id0194","control"
"196","id0195","training_receiver_others"
"197","id0196","training_receiver_self"
"198","id0197","control"
"199","id0198","training_receiver_self"
"200","id0199","training_receiver_self"
"201","id0200","training_receiver_self"
"202","id0201","training_receiver_self"
"203","id0202","training_receiver_self"
"204","id0203","training_receiver_others"
"205","id0204","training_receiver_others"
"206","id0205","control"
"207","id0206","training_receiver_self"
"208","id0207","training_receiver_others"
"209","id0208","training_receiver_others"
"210","id0209","training_receiver_self"
"211","id0210","training_receiver_self"
"212","id0211","control"
"213","id0212","training_receiver_others"
"214","id0213","control"
"215","id0214","control"
"216","id0215","training_receiver_others"
"217","id0216","training_receiver_self"
"218","id0217","control"
"219","id0218","training_receiver_self"
"220","id0219","training_receiver_self"
"221","id0220","control"
"222","id0221","control"
"223","id0222","training_receiver_others"
"224","id0223","training_receiver_others"
"225","id0224","training_receiver_self"
"226","id0225","control"
"227","id0226","training_receiver_others"
"228","id0227","control"
"229","id0228","training_receiver_others"
"230","id0229","training_receiver_self"
"231","id0230","training_receiver_self"
"232","id0231","training_receiver_others"
"233","id0232","training_receiver_self"
"234","id0233","control"
"235","id0234","training_receiver_others"
"236","id0235","control"
"237","id0236","control"
"238","id0237","control"
"239","id0238","control"
"240","id0239","control"
"241","id0240","training_receiver_others"
"242","id0241","control"
"243","id0242","training_receiver_others"
"244","id0243","training_receiver_others"
"245","id0244","control"
"246","id0245","control"
"247","id0246","training_receiver_others"
"248","id0247","control"
"249","id0248","training_receiver_self"
"250","id0249","training_receiver_self"
"251","id0250","training_receiver_others"
"252","id0251","control"
"253","id0252","training_receiver_self"
"254","id0253","training_receiver_others"
"255","id0254","control"
"256","id0255","training_receiver_self"
"257","id0256","training_receiver_others"
"258","id0257","control"
"259","id0258","training_receiver_self"
"260","id0259","training_receiver_self"
"261","id0260","training_receiver_others"
"262","id0261","control"
"263","id0262","control"
"264","id0263","control"
"265","id0264","control"
"266","id0265","control"
"267","id0266","control"
"268","id0267","training_receiver_others"
"269","id0268","control"
"270","id0269","training_receiver_self"
"271","id0270","training_receiver_others"
"272","id0271","control"
"273","id0272","control"
"274","id0273","control"
"275","id0274","training_receiver_self"
"276","id0275","training_receiver_self"
"277","id0276","training_receiver_others"
"278","id0277","training_receiver_self"
"279","id0278","training_receiver_self"
"280","id0279","training_receiver_others"
"281","id0280","training_receiver_others"
"282","id0281","training_receiver_others"
"283","id0282","training_receiver_others"
"284","id0283","training_receiver_others"
"285","id0284","training_receiver_others"
"286","id0285","training_receiver_others"
"287","id0286","training_receiver_others"
"288","id0287","training_receiver_others"
"289","id0288","control"
"290","id0289","control"
"291","id0290","training_receiver_others"
"292","id0291","training_receiver_self"
"293","id0292","training_receiver_self"
"294","id0293","training_receiver_others"
"295","id0294","training_receiver_others"
"296","id0295","training_receiver_others"
"297","id0296","control"
"298","id0297","training_receiver_self"
"299","id0298","training_receiver_self"
"300","id0299","training_receiver_self"
"301","id0300","control"
"302","id0301","control"
"303","id0302","training_receiver_others"
"304","id0303","control"
"305","id0304","training_receiver_others"
"306","id0305","training_receiver_self"
"307","id0306","control"
"308","id0307","control"
"309","id0308","control"
"310","id0309","training_receiver_self"
"311","id0310","control"
"312","id0311","training_receiver_self"
"313","id0312","control"
"314","id0313","training_receiver_self"
"315","id0314","control"
"316","id0315","control"
"317","id0316","training_receiver_others"
"318","id0317","control"
"319","id0318","control"
"320","id0319","control"
"321","id0320","training_receiver_self"
"322","id0321","training_receiver_others"
"323","id0322","control"
